scinam,longevity,origin,data_sources
asio flammeus,20.75,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
asio otus,17.9167,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
athene noctua,11.0833,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
aythya ferina,23.1667,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
aythya fuligula,45.25,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
aythya marila,15.25,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
aythya nyroca,9,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
bombycilla garrulus,13.5,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
bonasa bonasia,7.25,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
botaurus stellaris,11.3333,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
branta bernicla,28.8333,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
branta canadensis,27.4167,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
branta leucopsis,28.1667,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
bubo bubo,27.3333,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
bubulcus ibis,18.4167,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
bucephala clangula,16.9167,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
bucephala islandica,15.9167,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
burhinus oedicnemus,17.8333,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
buteo buteo,28.75,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
buteo lagopus,18.75,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
calidris alba,18.5833,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
calidris alpina,28.8333,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
calidris canutus,26.6667,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
calidris ferruginea,19.6667,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
calidris maritima,20.75,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
calidris minuta,14.6667,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
calidris temminckii,12.9167,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
calonectris diomedea,24.8333,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
caprimulgus europaeus,11.9167,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
caprimulgus ruficollis,13.25,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
carduelis cannabina,9.41667,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
carduelis carduelis,14.0833,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
carduelis chloris,13.5833,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
carduelis flammea,12.1667,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
carduelis flavirostris,5.5,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
carduelis spinus,13.5,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
carpodacus erythrinus,8.91667,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
catharacta skua,34.5,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
cepphus grylle,29.9167,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
certhia brachydactyla,5.75,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
certhia familiaris,8.16667,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
cettia cetti,7.5,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
charadrius alexandrinus,19,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
charadrius dubius,13,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
charadrius hiaticula,20.8333,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
charadrius morinellus,11.75,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
chlidonias niger,21,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
ciconia ciconia,39,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
ciconia nigra,18.5833,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
cinclus cinclus,10.5833,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
circus aeruginosus,20.0833,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
circus cyaneus,17.0833,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
circus macrourus,13.4167,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
circus pygargus,16.0833,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
clangula hyemalis,22.6667,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
coccothraustes coccothraustes,12.5833,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
columba livia,8.08333,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
columba oenas,12.5833,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
columba palumbus,17.6667,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
coracias garrulus,9.16667,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
corvus corax,23.25,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
corvus corone,19.1667,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
corvus frugilegus,22.9167,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
corvus monedula,20.3333,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
coturnix coturnix,14.5833,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
cuculus canorus,12.9167,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
cyanistes caeruleus,11.5833,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
cygnus columbianus,23.5833,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
cygnus cygnus,26.5,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
cygnus olor,28.8333,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
delichon urbicum,15,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
dendrocopos leucotos,15.9167,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
dendrocopos major,12.6667,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
dendrocopos medius,7.33333,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
dendrocopos minor,9.83333,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
dendrocopos syriacus,10.9167,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
dryocopus martius,14,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
egretta alba,13.75,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
egretta garzetta,22.3333,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
emberiza aureola,7,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
emberiza calandra,10.5833,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
emberiza citrinella,13.25,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
emberiza hortulana,6.83333,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
emberiza schoeniclus,12.25,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
erithacus rubecula,19.3333,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
falco cherrug,15.9167,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
falco columbarius,12.6667,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
falco eleonorae,11.1667,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
falco naumanni,10.9167,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
falco peregrinus,17.3333,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
falco rusticolus,12.9167,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
falco subbuteo,14.0833,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
falco tinnunculus,20.4167,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
falco vespertinus,13.25,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
ficedula albicollis,9.83333,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
ficedula hypoleuca,10.9167,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
fratercula arctica,40.8333,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
fringilla coelebs,15.5,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
fringilla montifringilla,14.75,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
fulica atra,20.5833,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
fulmarus glacialis,43.9167,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
galerida cristata,11.5833,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
gallinago gallinago,16.25,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
gallinula chloropus,18.5833,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
garrulus glandarius,17,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
gavia arctica,27.8333,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
gavia stellata,23.5833,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
gelochelidon nilotica,15.75,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
glaucidium passerinum,6,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
grus grus,20.25,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
gyps fulvus,9.91667,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
haematopus ostralegus,43.3333,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
haliaeetus albicilla,29.8333,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
himantopus himantopus,10.25,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
hippolais icterina,10.8333,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
hippolais polyglotta,8.91667,wild,"Fransson, T. et  al. 2010. EURING list of longevity records for European birds. http://www.euring.org/data_and_codes/longevity.htm"
